51;1.8779342723004695;1.8779342723004695;69.24882629107981;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695
52;0.0;2.2407849376823123;55.55555555555556;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123
70;7.703703703703704;7.4074074074074066;88.44444444444444;7.555555555555555;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.4074074074074066;6.814814814814815;6.814814814814815;7.703703703703704;7.703703703703704;7.703703703703704
76;4.849342172172451;4.849342172172451;124.18476502186596;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451
100;5.461441213653603;5.461441213653603;200.10113780025284;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603
105;5.285485777870505;5.285485777870505;242.54816051185756;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505
130;3.5842880523731586;3.5842880523731586;303.35515548281506;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586
150;1.7922794117647058;1.7922794117647058;316.54411764705884;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058
225;2.400408580183861;2.6046986721144023;519.3054136874362;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023
280;3.722373012795657;4.110120201628538;744.0868553702986;4.110120201628538;4.110120201628538;4.032570763861962;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.032570763861962;4.032570763861962;4.032570763861962;4.032570763861962;4.110120201628538;4.110120201628538
442;4.133679940131553;4.210484855646146;1060.453345937217;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146
