51;1.8779342723004695;1.8779342723004695;36.85446009389671;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695
52;0.0;2.2407849376823123;61.44258817289844;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123
70;4.296296296296296;7.703703703703704;71.55555555555554;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704
76;4.849342172172451;4.849342172172451;86.44033321313992;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451
100;5.461441213653603;5.461441213653603;135.57522123893807;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603
105;5.285485777870505;5.285485777870505;121.24626190972947;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505
130;3.5842880523731586;3.5842880523731586;192.42225859247134;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586
150;1.7922794117647058;1.7922794117647058;224.26470588235296;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058
225;2.400408580183861;2.6046986721144023;392.2880490296221;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023
280;3.9550213260953857;4.110120201628538;571.2291585886003;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538
442;4.133679940131553;4.210484855646146;819.2406160148096;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146
