51;1.8779342723004695;1.8779342723004695;35.68075117370892;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695
52;0.0;2.2407849376823123;34.1421373640944;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123
70;7.703703703703704;7.703703703703704;78.96296296296296;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.4074074074074066;7.4074074074074066;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704
76;4.849342172172451;4.849342172172451;66.81459702844886;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451
100;5.461441213653603;5.461441213653603;152.89506953223767;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603
105;5.285485777870505;5.285485777870505;167.6403087836428;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505
130;3.5842880523731586;3.5842880523731586;176.0556464811784;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586
150;1.7922794117647058;1.7922794117647058;200.96507352941177;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058
225;2.400408580183861;2.6046986721144023;374.0806945863126;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023
280;3.722373012795657;4.110120201628538;522.9546335789066;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.032570763861962;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538
442;4.133679940131553;4.210484855646146;858.4938359131908;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146
