51;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;48.12206572769953;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695
52;0.0;0.7159904534606205;2.2407849376823123;2.2407849376823123;2.2407849376823123;39.074516043489794;2.2407849376823123;0.7159904534606205;2.0684168655529036;0.7159904534606205;0.7159904534606205;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;0.7159904534606205;2.2407849376823123;2.2407849376823123;0.7159904534606205;2.2407849376823123;0.7159904534606205;2.2407849376823123;2.2407849376823123
70;3.851851851851852;6.814814814814815;7.703703703703704;6.814814814814815;7.703703703703704;60.74074074074074;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.555555555555555;7.703703703703704;6.814814814814815;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704
76;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;52.62807533353674;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451
100;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;90.4677623261694;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603
105;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;105.03512066207664;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505
130;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;109.90180032733224;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586
150;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;109.66605392156863;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058
225;2.400408580183861;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;130.13278855975486;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023
280;3.5672741372625048;4.110120201628538;4.110120201628538;4.032570763861962;4.110120201628538;196.62659945715393;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.032570763861962;4.032570763861962;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538
442;4.133679940131553;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;394.9663239985821;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146
