51;1.8779342723004695;1.8779342723004695;90.3755868544601;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695;1.8779342723004695
52;0.0;2.2407849376823123;77.59215062317688;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123;2.2407849376823123
70;7.703703703703704;7.703703703703704;162.37037037037035;7.4074074074074066;7.4074074074074066;7.703703703703704;7.4074074074074066;7.703703703703704;7.703703703703704;7.703703703703704;7.703703703703704;7.4074074074074066;7.703703703703704;6.814814814814815;6.666666666666667;7.4074074074074066;7.4074074074074066;7.4074074074074066;7.703703703703704
76;4.849342172172451;4.849342172172451;150.5108220305291;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451;4.849342172172451
100;5.461441213653603;5.461441213653603;304.7155499367889;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603;5.461441213653603
105;5.285485777870505;5.285485777870505;282.8291258084707;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505;5.285485777870505
130;3.5842880523731586;3.5842880523731586;301.30932896890346;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586;3.5842880523731586
150;1.7922794117647058;1.7922794117647058;399.3106617647059;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058;1.7922794117647058
225;2.400408580183861;2.6046986721144023;514.2492339121553;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023;2.6046986721144023
280;3.3346258239627766;4.032570763861962;761.5742535866615;4.110120201628538;4.110120201628538;4.110120201628538;4.032570763861962;4.110120201628538;4.110120201628538;4.110120201628538;4.110120201628538;4.032570763861962;4.032570763861962;4.032570763861962;4.032570763861962;4.110120201628538;4.110120201628538;4.032570763861962;4.110120201628538
442;4.133679940131553;4.210484855646146;1055.5870652644846;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146;4.210484855646146
